ds,yhat,store_key,product_key
2010-09-25,1367.4604776542499,199,1752
2010-09-26,1384.430615064096,199,1752
2010-09-27,1412.4081447833103,199,1752
2010-09-28,1347.32016885396,199,1752
2010-09-29,1527.5687615255865,199,1752
2010-09-30,1438.979858101307,199,1752
2010-10-01,1332.7086564089277,199,1752
2010-10-02,1311.676380202008,199,1752
2010-10-03,1331.5453887154815,199,1752
2010-10-04,1362.868517788313,199,1752
2010-10-05,1301.6063339223354,199,1752
2010-10-06,1486.1838811141145,199,1752
2010-10-07,1402.4373439446556,199,1752
2010-10-08,1301.5175996762189,199,1752
2010-10-09,1286.325580577476,199,1752
2010-10-10,1312.486489128499,199,1752
2010-10-11,1350.4987945465573,199,1752
2010-10-12,1296.251718304765,199,1752
2010-10-13,1488.0827970919192,199,1752
2010-10-14,1411.7259372621716,199,1752
2010-10-15,1318.2169061785487,199,1752
2010-10-16,1310.3311370783233,199,1752
2010-10-17,1343.5608294484964,199,1752
2010-10-18,1388.2671982638049,199,1752
2010-10-19,1340.2014923309753,199,1752
2010-10-20,1537.5662728381303,199,1752
2010-10-21,1465.9672616579367,199,1752
2010-10-22,1376.322596089976,199,1752
2010-10-23,1371.3042568459925,199,1752
2010-10-24,1406.3185434771424,199,1752
2010-10-25,1451.6613479560579,199,1752
2010-10-26,1403.041752115531,199,1752
2010-10-27,1598.645356419198,199,1752
2010-10-28,1524.087579311081,199,1752
2010-10-29,1430.3237090287755,199,1752
2010-10-30,1420.0904370382093,199,1752
2010-10-31,1448.885728033907,199,1752
2010-11-01,1487.1227770763135,199,1752
2010-11-02,1430.6515987415373,199,1752
2010-11-03,1617.8196938876226,199,1752
2010-11-04,1534.4220895510425,199,1752
2010-11-05,1431.607606854228,199,1752
2010-11-06,1412.3161740388055,199,1752
2010-11-07,1432.254140184063,199,1752
2010-11-08,1462.0434509425015,199,1752
2010-11-09,1397.7383491182688,199,1752
2010-11-10,1577.8811678160102,199,1752
2010-11-11,1488.4476347277198,199,1752
2010-11-12,1380.7486631977742,199,1752
2010-11-13,1357.8635624609603,199,1752
2010-11-14,1375.611729363006,199,1752
2010-11-15,1404.6987782691042,199,1752
2010-11-16,1341.2308534797844,199,1752
2010-11-17,1523.7687572952823,199,1752
2010-11-18,1438.272359885845,199,1752
2010-11-19,1336.0022951104029,199,1752
2010-11-20,1319.953883262835,199,1752
2010-11-21,1345.8303315145413,199,1752
2010-11-22,1384.1911372941386,199,1752
2010-11-23,1330.969388366987,199,1752
2010-11-24,1524.5295243312617,199,1752
2010-11-25,1450.6159411695166,199,1752
2010-11-26,1360.259344490139,199,1752
2010-11-27,1356.2156824806489,199,1752
2010-11-28,1393.9445906806875,199,1752
2010-11-29,1443.7631494885047,199,1752
2010-11-30,1401.368521259727,199,1752
2010-12-01,1604.9009054699636,199,1752
2010-12-02,1539.8970710988237,199,1752
2010-12-03,1457.2012562144516,199,1752
2010-12-04,1459.4081598007624,199,1752
2010-12-05,1501.8448641955429,199,1752
2010-12-06,1554.7274098221703,199,1752
2010-12-07,1513.685526224362,199,1752
2010-12-08,1716.826912826611,199,1752
2010-12-09,1649.6913023362683,199,1752
2010-12-10,1563.161089806744,199,1752
2010-12-11,1559.90326474309,199,1752
2010-12-12,1595.3495157657087,199,1752
2010-12-13,1639.850278541837,199,1752
2010-12-14,1589.1962964822292,199,1752
2010-12-15,1781.6791678281081,199,1752
2010-12-16,1703.0412048011194,199,1752
2010-12-17,1604.3814907484307,199,1752
2010-12-18,1588.5929830733146,199,1752
2010-12-19,1611.337646609339,199,1752
2010-12-20,1643.1955051099064,199,1752
2010-12-21,1580.1812963062825,199,1752
2010-12-22,1760.8003162639404,199,1752
2010-12-23,1670.9938843084815,199,1752
2010-12-24,1562.0414110975307,199,1752
2010-12-25,1536.9940030910645,199,1752
2010-12-26,1551.646660503305,199,1752
2010-12-27,1576.6850142362691,199,1752
2010-12-28,1508.200329378224,199,1752
2010-12-29,1684.744386649621,199,1752
2010-12-30,1592.274681983234,199,1752
2009-12-28,1757.2654377303152,306,1728
2009-12-29,1943.5074624269153,306,1728
2009-12-30,1760.3008860454304,306,1728
2009-12-31,2049.0523347783096,306,1728
2010-01-01,1930.913658638404,306,1728
2010-01-02,2208.633971104539,306,1728
2010-01-03,1916.8749461180469,306,1728
2010-01-04,1930.2979025252398,306,1728
2010-01-05,2100.281760628821,306,1728
2010-01-06,1899.717338299551,306,1728
2010-01-07,2170.4367251409635,306,1728
2010-01-08,2034.0252118455721,306,1728
2010-01-09,2293.6613491088638,306,1728
2010-01-10,1984.4206834087913,306,1728
2010-01-11,1981.3520461367864,306,1728
2010-01-12,2136.1857967159285,306,1728
2010-01-13,1922.1197630511258,306,1728
2010-01-14,2181.241845356982,306,1728
2010-01-15,2035.3369330270284,306,1728
2010-01-16,2287.723821663679,306,1728
2010-01-17,1973.5577275960102,306,1728
2010-01-18,1967.9072629585114,306,1728
2010-01-19,2122.4651962739626,306,1728
2010-01-20,1910.3386072836345,306,1728
2010-01-21,2173.477213581338,306,1728
2010-01-22,2033.4872833191903,306,1728
2010-01-23,2293.4765470879606,306,1728
2010-01-24,1988.3654032190489,306,1728
2010-01-25,1992.9729579278028,306,1728
2010-01-26,2158.736896027855,306,1728
2010-01-27,1958.5124652777986,306,1728
2010-01-28,2234.0090409952622,306,1728
2010-01-29,2106.611399350476,306,1728
2010-01-30,2379.2308613894247,306,1728
2010-01-31,2086.6213942293994,306,1728
2010-02-01,2103.469053233641,306,1728
2010-02-02,2281.113658769457,306,1728
2010-02-03,2092.3479475063727,306,1728
2010-02-04,2378.8526820869815,306,1728
2010-02-05,2262.014924693841,306,1728
2010-02-06,2544.774770856267,306,1728
2010-02-07,2261.935816969722,306,1728
2010-02-08,2288.247978724022,306,1728
2010-02-09,2475.121825925186,306,1728
2010-02-10,2295.4199747185467,306,1728
2010-02-11,2590.8843409482997,306,1728
2010-02-12,2482.9467879632257,306,1728
2010-02-13,2774.5687893763316,306,1728
2010-02-14,2500.545689496396,306,1728
2010-02-15,2535.5844618809456,306,1728
2010-02-16,2731.0143785122764,306,1728
2010-02-17,2559.5763321776794,306,1728
2010-02-18,2862.849764231151,306,1728
2010-02-19,2762.064819994767,306,1728
2010-02-20,3059.945377848424,306,1728
2010-02-21,2791.018494328453,306,1728
2010-02-22,2829.6990595118464,306,1728
2010-02-23,3027.008905174756,306,1728
2010-02-24,2855.3758788141527,306,1728
2010-02-25,3156.071552792085,306,1728
2010-02-26,3050.034862814864,306,1728
2010-02-27,3339.726958118995,306,1728
2010-02-28,3059.452417569454,306,1728
2010-03-01,3083.455225287118,306,1728
2010-03-02,3262.6483479003837,306,1728
2010-03-03,3069.4220391407666,306,1728
2010-03-04,3345.0891795753923,306,1728
2010-03-05,3210.7146222949186,306,1728
2010-03-06,3468.97355280801,306,1728
2010-03-07,3154.47380250842,306,1728
2010-03-08,3141.8503620587335,306,1728
2010-03-09,3282.490863404954,306,1728
2010-03-10,3049.3371609598307,306,1728
2010-03-11,3284.321404596462,306,1728
2010-03-12,3109.183739670515,306,1728
2010-03-13,3327.31688335898,306,1728
2010-03-14,2974.07282896365,306,1728
2010-03-15,2924.8403005243263,306,1728
2010-03-16,3031.752156462575,306,1728
2010-03-17,2768.4683453786356,306,1728
2010-03-18,2977.59330879985,306,1728
2010-03-19,2781.4754837865485,306,1728
2010-03-20,2984.0346730176234,306,1728
2010-03-21,2621.0530379511056,306,1728
2010-03-22,2568.2388119391767,306,1728
2010-03-23,2677.9223628470645,306,1728
2010-03-24,2423.8305819889147,306,1728
2010-03-25,2648.498799036253,306,1728
2010-03-26,2474.0681014725956,306,1728
2010-03-27,2704.113965046415,306,1728
2010-03-28,2373.9419970357026,306,1728
2010-03-29,2358.6598399832374,306,1728
2010-03-30,2509.8847204527506,306,1728
2010-03-31,2300.532381434371,306,1728
2010-04-01,2572.246271779218,306,1728
2010-04-02,2446.2144648319527,306,1728
2010-04-03,2725.0197362237873,306,1728
2010-04-04,2442.9580685523306,306,1728
2010-04-05,2474.134052955124,306,1728
2010-04-06,2669.1920665546786,306,1728
2010-04-07,2500.1283473813182,306,1728
2010-04-08,2807.742228738131,306,1728
2010-04-09,2712.4734165109253,306,1728
2010-04-10,3016.270189959031,306,1728
2010-04-11,2752.9232993326277,306,1728
2010-04-12,2796.1736051670982,306,1728
2010-04-13,2996.451994762826,306,1728
2010-04-14,2825.696445978843,306,1728
2010-04-15,3124.8043484936347,306,1728
2010-04-16,3014.4669189076253,306,1728
2010-04-17,3297.0306499385283,306,1728
2010-04-18,3006.8207325506137,306,1728
2010-04-19,3018.234763395475,306,1728
2010-04-20,3182.465635729267,306,1728
2010-04-21,2972.298932222318,306,1728
2010-04-22,3229.543451739682,306,1728
2010-04-23,3075.84228787609,306,1728
2010-04-24,3314.5100244421283,306,1728
2010-04-25,2980.831638088319,306,1728
2010-04-26,2950.132080045055,306,1728
2010-04-27,3074.476084756049,306,1728
2010-04-28,2827.4441450871695,306,1728
2010-04-29,3051.5438619218626,306,1728
2010-04-30,2869.004599643226,306,1728
2010-05-01,3083.6014500794117,306,1728
2010-05-02,2730.9444435724376,306,1728
2010-05-03,2686.5422288846785,306,1728
2010-05-04,2802.4999134330433,306,1728
2010-05-05,2552.2970371784772,306,1728
2010-05-06,2778.2048103051566,306,1728
2010-05-07,2602.0903594685888,306,1728
2010-05-08,2827.253694433415,306,1728
2010-05-09,2488.732947288816,306,1728
2010-05-10,2461.386634561029,306,1728
2010-05-11,2596.6120908217995,306,1728
2010-05-12,2367.14544811072,306,1728
2010-05-13,2614.5016532281697,306,1728
2010-05-14,2459.801608774904,306,1728
2010-05-15,2705.631488776582,306,1728
2010-05-16,2386.369137018825,306,1728
2010-05-17,2376.285689668159,306,1728
2010-05-18,2526.281014856827,306,1728
2010-05-19,2308.697856441241,306,1728
2010-05-20,2564.772769758145,306,1728
2010-05-21,2415.4706254696853,306,1728
2010-05-22,2663.3475261671542,306,1728
2010-05-23,2342.8769470980405,306,1728
2010-05-24,2328.5472583023006,306,1728
2010-05-25,2471.5893484913054,306,1728
2010-05-26,2244.779474041175,306,1728
2010-05-27,2489.8757586745605,306,1728
2010-05-28,2328.4355497957577,306,1728
2010-05-29,2563.6589855972215,306,1728
2010-05-30,2230.6941588272075,306,1728
2010-05-31,2204.7126573615315,306,1728
2010-06-01,2337.6148552897025,306,1728
2010-06-02,2102.810742633875,306,1728
2010-06-03,2342.635376355989,306,1728
2010-06-04,2179.146788702607,306,1728
2010-06-05,2415.952291902869,306,1728
2010-06-06,2088.4990876262395,306,1728
2010-06-07,2072.1384062118887,306,1728
2010-06-08,2218.822903450219,306,1728
2010-06-09,2001.8833558575554,306,1728
2010-06-10,2263.4438809589456,306,1728
2010-06-11,2125.2235491770894,306,1728
2010-06-12,2390.3702422867514,306,1728
2010-06-13,2093.7624702892895,306,1728
2010-06-14,2110.0880680938317,306,1728
2010-06-15,2290.559097443592,306,1728
2010-06-16,2107.7085054527706,306,1728
2010-06-17,2402.8272031629385,306,1728
2010-06-18,2296.7888103347777,306,1728
2010-06-19,2591.907261307094,306,1728
2010-06-20,2322.2623029862743,306,1728
2010-06-21,2361.8011243776937,306,1728
2010-06-22,2561.0747796490195,306,1728
2010-06-23,2392.054330249131,306,1728
2010-06-24,2695.5847995567665,306,1728
2010-06-25,2592.2236885657135,306,1728
2010-06-26,2884.108836733231,306,1728
2010-06-27,2605.290347241756,306,1728
2010-06-28,2629.8346124787877,306,1728
2010-06-29,2808.55901246659,306,1728
2010-06-30,2613.8422397123727,306,1728
2010-07-01,2887.068488707705,306,1728
2010-07-02,2749.4525161848896,306,1728
2010-07-03,3003.8907197505246,306,1728
2010-07-04,2685.2734133333124,306,1728
2010-07-05,2668.566877238742,306,1728
2010-07-06,2805.524365074348,306,1728
2010-07-07,2569.471680809731,306,1728
2010-07-08,2802.726255487786,306,1728
2010-07-09,2627.3974329249986,306,1728
2010-07-10,2847.2138070278006,306,1728
2010-07-11,2497.813456208074,306,1728
2010-07-12,2454.806272681356,306,1728
2010-07-13,2570.4681240788696,306,1728
2010-07-14,2318.5129351520786,306,1728
2010-07-15,2541.5019992153525,306,1728
2010-07-16,2361.6385035643757,306,1728
2010-07-17,2582.5932731878884,306,1728
2010-07-18,2239.7976219927773,306,1728
2010-07-19,2208.5124338254614,306,1728
2010-07-20,2340.5330179785747,306,1728
2010-07-21,2108.9755224514565,306,1728
2010-07-22,2355.703806878208,306,1728
2010-07-23,2202.1442600273185,306,1728
2010-07-24,2451.1339894042503,306,1728
2010-07-25,2137.2376343795418,306,1728
2010-07-26,2134.84124442582,306,1728
2010-07-27,2294.882063060479,306,1728
2010-07-28,2089.659293098249,306,1728
2010-07-29,2360.2840544133205,306,1728
2010-07-30,2227.5153647139687,306,1728
2010-07-31,2493.6269716187603,306,1728
2010-08-01,2192.7397604000193,306,1728
2010-08-02,2198.9277391304304,306,1728
2010-08-03,2362.9561016906455,306,1728
2010-08-04,2157.0962135646896,306,1728
2010-08-05,2422.575616835334,306,1728
2010-08-06,2280.4098893537175,306,1728
2010-08-07,2533.261309816521,306,1728
2010-08-08,2215.759292030881,306,1728
2010-08-09,2202.5909375972924,306,1728
2010-08-10,2345.220653550886,306,1728
2010-08-11,2116.684211839218,306,1728
2010-08-12,2359.0159495424764,306,1728
2010-08-13,2194.056600725664,306,1728
2010-08-14,2425.287402136756,306,1728
2010-08-15,2088.1261414184623,306,1728
2010-08-16,2057.9941971816775,306,1728
2010-08-17,2187.0141923486076,306,1728
2010-08-18,1948.7842680323936,306,1728
2010-08-19,2185.7882448301934,306,1728
2010-08-20,2020.1896517079713,306,1728
2010-08-21,2255.655661547235,306,1728
2010-08-22,1927.646895042104,306,1728
2010-08-23,1911.482323297057,306,1728
2010-08-24,2059.038954377147,306,1728
2010-08-25,1843.5322560787135,306,1728
2010-08-26,2106.9364095532474,306,1728
2010-08-27,1970.7920895422244,306,1728
2010-08-28,2238.0474218276345,306,1728
2010-08-29,1943.3675982657,306,1728
2010-08-30,1961.2218192808432,306,1728
2010-08-31,2142.6066256086297,306,1728
2010-09-01,1959.8509026723193,306,1728
2010-09-02,2254.060957166066,306,1728
2010-09-03,2145.9526600471704,306,1728
2010-09-04,2437.7156183710094,306,1728
2010-09-05,2163.344201153207,306,1728
2010-09-06,2196.743485400511,306,1728
2010-09-07,2388.4686488430752,306,1728
2010-09-08,2210.542641097178,306,1728
2010-09-09,2503.9101773530315,306,1728
2010-09-10,2389.2747993849453,306,1728
2010-09-11,2668.9638299439207,306,1728
2010-09-12,2377.2560258200915,306,1728
2010-09-13,2388.480092808456,306,1728
2010-09-14,2553.7428000144896,306,1728
2010-09-15,2345.731843874835,306,1728
2010-09-16,2606.1519229462283,306,1728
2010-09-17,2456.5412716767596,306,1728
2010-09-18,2700.1140544770483,306,1728
2010-09-19,2372.0640561922287,306,1728
2010-09-20,2347.6385005243583,306,1728
2010-09-21,2478.8414207669866,306,1728
2010-09-22,2239.212419242566,306,1728
2010-09-23,2471.2399424663636,306,1728
2010-09-24,2297.156947250064,306,1728
2010-09-25,2520.7649298077263,306,1728
2010-09-26,2177.722252494145,306,1728
2010-09-27,2143.6060123427656,306,1728
2010-09-28,2270.60719122568,306,1728
2010-09-29,2032.305133973502,306,1728
2010-09-30,2271.080580368093,306,1728
2010-10-01,2108.9151119886615,306,1728
2010-10-02,2349.222859470855,306,1728
2010-10-03,2027.1501702849005,306,1728
2010-10-04,2017.6521457983995,306,1728
2010-10-05,2172.2053612484297,306,1728
2010-10-06,1963.60231045308,306,1728
2010-10-07,2233.386233043327,306,1728
2010-10-08,2102.6735699196956,306,1728
2010-10-09,2374.0092476026375,306,1728
2010-10-10,2081.689835540107,306,1728
2010-10-11,2099.8628364779715,306,1728
2010-10-12,2279.260800460273,306,1728
2010-10-13,2092.0152242455,306,1728
2010-10-14,2379.108372987289,306,1728
2010-10-15,2261.209822146662,306,1728
2010-10-16,2540.542558067,306,1728
2010-10-17,2251.213413861824,306,1728
2010-10-18,2267.315935052861,306,1728
2010-10-19,2439.6643053275743,306,1728
2010-10-20,2240.603340366749,306,1728
2010-10-21,2511.4528366955196,306,1728
2010-10-22,2373.3333225756714,306,1728
2010-10-23,2629.0183891826355,306,1728
2010-10-24,2313.248798925549,306,1728
2010-10-25,2300.8169531154567,306,1728
2010-10-26,2443.280890260555,306,1728
2010-10-27,2213.7534008526927,306,1728
2010-10-28,2454.3251439355076,306,1728
2010-10-29,2286.8694136604126,306,1728
2010-10-30,2514.874321104021,306,1728
2010-10-31,2173.7381443463555,306,1728
2010-11-01,2138.8369387042094,306,1728
2010-11-02,2262.2240274937158,306,1728
